,coefficient,coefficient
HMOX1,-0.0,-0.00044148824003611254
HMOX2,-0.0,-0.00023716741029762448
HNMT,0.0006441737407915628,0.0
HNRNPK,-0.0,-0.00025287739837451045
HPCAL1,0.0,-0.0
HPGDS,-0.0003110695563964386,-0.0004961172122756149
HS3ST3B1,-6.753605737297398e-05,-0.0004272559892077566
HS6ST1,-0.00011183646851432768,-0.0002477857562839975
HSD11B1,-0.0002492966684839403,-0.00020242684487771877
HSP90B1,-0.0,0.0
HSPA1A,-0.0,0.0002867849553340796
HSPB1,0.0,-0.0006957529439617846
HSPB6,-0.0007243612132307298,-0.0
HSPG2,-0.0012571748809421573,0.0
HTRA2,0.0,0.0
HYAL1,0.0007512848814347643,0.001648219111833435
HYOU1,-0.00042142692381204024,-0.00022486918163303784
ICA1,-0.0,0.0
ICAM1,-6.071837210887139e-05,0.0
ICAM2,-0.0,-0.0
ICAM3,0.0008884765233582438,0.0009321511325988912
ICAM4,-0.0006966948638743658,-0.00033629125526967883
ICAM5,0.0010928881861897411,0.0006642590093816524
ICOSLG,-0.0002733444883103872,-0.0
IDI2,0.0,0.0
IDS,-0.0004647073451828714,0.0007096473770862252
IDUA,-0.0,0.000144004926312695
IFNG,2.6525593218955387e-05,0.0
IFNGR1,-0.0,-0.00124929358862684
IFNGR2,-0.0,-0.000579533745193748
IFNL1,0.00020514986274392696,0.0
IFNLR1,-9.087412304256538e-05,-2.4912481409622894e-05
IGF1R,-0.0,-0.0
IGF2R,0.0008249245359067548,0.000503701887834088
IGFBP1,-9.903684321163797e-05,-0.0
IGFBP2,-0.0,-0.0006989238378452075
IGFBP3,-0.0033138724346105327,-0.0028160466074707295
IGFBP4,0.00055188597409371,0.0
IGFBP6,-0.0,-0.0010208620881316205
IGFBP7,0.000643424511589999,0.00013707774986589368
IGFBPL1,-0.0011325703092760907,-0.0012928298948086112
IGSF3,0.0,-0.0
IGSF8,0.000188803307174962,-0.0
IKBKG,0.0,-0.0
IKZF2,-0.00011263350472212014,0.0
IL10,0.0006594054484815328,0.0006434458027538148
IL10RA,-0.0,0.0
IL10RB,0.0,-0.00016868676947292635
IL11,-0.0,-0.0006755174579726542
IL12A_IL12B,0.0,0.000488544683751667
IL12B,0.0006302375562411716,0.00024361905546717023
IL12RB1,-6.962153510571683e-05,-0.00038342254023408936
IL13,-0.00039607591206993994,-0.0002830936830058534
IL13RA1,-0.0,-0.00019854921800692391
IL15,0.0009298048580146259,0.0005184334790865594
IL15RA,-2.8561471764749514e-06,-0.000564440080024901
IL16,-0.0,-0.0006542807816599401
IL17A,-0.0004590130477736844,-1.7967022125498535e-05
IL17C,0.0,-7.835432749623078e-05
IL17D,0.0,-0.0002757303452146164
IL17F,6.168147173799004e-05,0.00044474864245416817
IL17RA,0.0005859110300070965,0.0006277187124562908
IL17RB,0.0,-0.00041925397478237696
IL18,-0.0004548616341977325,-0.0006051326666144897
IL18BP,-0.0,0.0
IL18R1,0.000297552790056531,0.0
IL18RAP,0.00021445420468026345,-0.0
IL1A,-0.0002062129729693365,-0.00011737939887180255
IL1B,-0.0006996845423304383,-0.0
IL1R1,-0.0,0.0
IL1R2,0.0001308685369296746,-0.0
IL1RAP,-0.0001317868936275328,5.8526864173586194e-05
IL1RL1,0.0,-0.00040056986042868694
IL1RL2,0.0003595139038881876,0.0004935189071627274
IL1RN,0.00023889467170848695,0.0006971828038766503
IL2,0.000906816708040202,0.0009000212532483672
IL20,-0.0002905399457442659,-0.00017319216616337062
IL20RA,-0.0005490780950370445,-0.0003362426556448631
IL22RA1,0.0002854988052253169,0.0012007269202513715
IL24,1.5178336404076376e-05,6.086576067854258e-05
IL2RA,-0.0,-0.0018142661611296107
IL2RB,-7.505259187876755e-05,-0.0005566372232037413
IL32,-0.0007898318565374661,-0.002116783307682514
IL33,0.0005933489757385772,-0.0
IL34,-0.0005434954978785175,-0.0004769641280689391
IL3RA,-0.0,-3.928009788828094e-05
IL4,0.0,0.0
IL4R,0.00025728548542146274,0.0008829288956604134
IL5,-0.0011364276255822524,-0.0003813018549323892
IL5RA,0.0013195846012770732,0.0011102061827202702
IL6,-0.0,0.0010193101331606625
IL6R,-0.00039074310292055157,-0.0008193187849097685
IL6ST,0.0,-0.0
IL7,-1.943134767592676e-05,-0.0
IL7R,-0.0007831526716781386,-0.0006844664079728682
ILKAP,0.0003332272791244299,0.0008397715224400839
IMPA1,-0.0004034122897284809,0.0
ING1,0.0003355698976092117,-0.0
INHBC,0.0009204012972235382,0.0007879493815437956
INPP1,0.0,-0.0
INPPL1,-0.0,-0.0
IPCEF1,-0.00019856456931132514,0.0
IQGAP2,-0.0,-0.0011058614844142837
IRAG2,0.0,0.0
IRAK1,0.0,-0.0
IRAK4,-0.0,0.0
ISLR2,0.0,0.0
ISM1,-0.0,0.00020109587618424212
ITGA11,-0.0016058278751099027,-0.0013854747393539175
ITGA5,0.0,-0.0007765516674522382
ITGA6,0.00045304178166988263,-0.0
ITGAM,-0.003060832342406283,-0.003080768534159548
ITGAV,-0.0022270082769324283,-0.0014405496375066375
ITGB1,0.001980042261295621,0.0015055703186821717
ITGB1BP1,0.0009630055880425536,0.0007123759518009366
ITGB1BP2,0.0,0.0
ITGB2,0.0,3.45652000690085e-05
ITGB5,-0.0011553312601715923,-0.0012878193483360583
ITGB6,0.0,-0.0
ITGB7,-0.0,-0.0008341442875118216
ITIH3,-0.0009016778949827825,-0.0012128752179874406
ITM2A,0.0001362397166697983,-0.0002974720550778171
IVD,0.00010348469496448777,0.00038845821258413037
JAM2,0.0005145942734709995,0.0010487777951211918
JCHAIN,-0.0006712775351983185,-0.0008011639900109989
JUN,-0.0001153333559316394,0.0
KAZALD1,-0.0001495657013455494,0.0008048485249349808
KCNIP4,-0.0014668163235049434,-0.00046956813987835257
KDR,-0.0002971723687195095,0.0002095444781906182
KEL,-8.945598394854396e-05,0.0005448357659559508
KIFBP,-0.0019903610506909544,-0.0
KIR2DL3,7.726351381348001e-05,-0.0005722720761664301
KIR3DL1,-0.0003068002184742181,-0.0
KIRREL2,-0.00017428631264352492,-0.0005751620505852347
KIT,-0.0012071345496152326,-0.0009108512618077956
KITLG,0.0009641661692189529,0.0
KLB,0.0009755003936741639,0.00048795257427049817
KLK1,-0.0,0.0006276556610072606
KLK10,0.0,9.797866500958035e-05
KLK11,0.0010896672476353331,0.0008264243844733682
KLK12,-0.00017280609641370692,-0.00018849371657904428
KLK13,0.0011049983080962643,0.0009215369197457619
KLK14,-0.0,-0.00025688416007873426
KLK4,-0.0010925732690999456,-0.0004700875324404193
KLK6,0.0,-0.0
KLRB1,-0.0010648598948413098,-0.000914506975188132
KLRD1,0.00012052000404425486,0.0
KRT18,0.001118260933627526,0.001391545082961309
KRT19,-0.003421425633746829,-0.0027499284998367584
KRT5,-8.792050184348487e-05,-0.00011257096930701248
KYAT1,0.0011012157746714466,-0.00020747679247204104
KYNU,0.0004930962847403329,0.0010079821890625997
L1CAM,-0.0006686231813302053,-0.00010346147999605528
LACTB2,-0.0,-0.0
LAG3,-0.0012214056312163802,-0.0007049877423647036
LAIR1,-0.0007205968937276657,-0.0
LAIR2,0.00021289089467951873,-6.416390931674454e-05
LAMA4,-0.00021374668045632376,-0.00025897104461007224
LAMP3,-0.0014040873865459194,-0.0013071375744952976
LAP3,-0.00031184999968210305,0.000633743818994236
LAT,0.0,-0.0002610697027349919
LAT2,-0.0,-0.0
LAYN,0.0,0.0
LBP,-0.00019216849713280543,-0.0006211970829036067
LBR,0.0,0.0
LDLR,0.0,0.0009357026914377029
LEFTY2,-0.0023053435664823958,-0.0020757136175764
LEP,0.0034135730568086524,0.003971811456242131
LEPR,0.0,-0.0
LGALS1,0.0009487485876841586,0.00022862176513208546
LGALS3,0.002498307955592494,0.0025539731584956885
LGALS4,0.0033271451868339156,0.0024349318059429022
LGALS7_LGALS7B,0.0004530996699274965,0.0008516843984575145
LGALS8,-0.0006366979643924824,-0.0006482962302004784
LGALS9,0.0007646139294346365,0.00015326347570854227
LGMN,0.0,0.0
LHB,0.0,-5.583553646685545e-05
LHPP,-3.9885584989496475e-05,-0.00015067814920847772
LIF,-0.0010233788221842553,-0.0008180366952674419
LIFR,-7.43478779143747e-05,0.0004398175706283173
LILRA2,0.0,0.0
LILRA5,0.0005922650565836244,0.0013291709748674354
LILRB1,4.592347091479705e-05,0.0
LILRB2,-0.00016369181510272218,0.0
LILRB4,-0.0006569015807749389,-0.000480158981163418
LILRB5,-0.0,-0.0
LPCAT2,-0.0,0.0012335794410021546
LPL,0.0,-0.0
LRIG1,0.0011160393486791774,0.0003918374280045415
LRP1,-0.00014525394434255318,-4.5777607662828305e-05
LRP11,0.0012426546391560178,-0.0
LRPAP1,0.00015923913155625318,0.0
LRRC25,-0.0009710141248690783,-3.316990475600912e-05
LRRN1,-0.001060449859404026,-0.0009227482584977304
LSM1,0.00027239499769024083,0.00013927911680044547
LSP1,-0.0,-0.0001494500831808263
LTA,-0.0,-1.1920619509823833e-05
LTA4H,-0.0,-0.0010360283152434971
LTBP2,0.003210169151001493,0.0024194143148529496
LTBP3,0.0001775526430822073,0.0
LTBR,-0.0014050676136279443,-0.001843386619372259
LTO1,-0.0006417175345471135,-0.0005047747359278097
LXN,0.0009565904169093136,0.0007774352931303216
LY6D,0.00023283106278844103,0.001629434922656306
LY75,0.0013687845621285749,0.0
LY96,0.0001450409396275671,0.0016857142489990747
LYAR,-0.000517676693949238,-0.0006315084253926908
LYN,-0.0,0.00034380743465839934
LYPD1,-0.00024751409122231573,-0.0001368253587496575
LYPD3,0.0005185026499818485,0.0
LYPD8,-0.00017347108809808015,0.00017560752930011273
MAD1L1,-0.000475245981846823,-0.0
MAEA,0.000414703408609345,0.00032923482194292727
MAGED1,-0.0,0.0005921377155540051
MANF,0.0,-0.0
MANSC1,-0.00037309857056212964,-0.0006683049430338589
MAP2K6,0.0,-0.0
MAP3K5,-0.0,0.001065918887644138
MAP4K5,0.0,0.0
MAPK9,-0.0,0.0
MAPT,-0.0006116667249102829,0.00045209342651650883
MARCO,0.00017779334430106935,-0.0
MASP1,-0.00016847515290181015,-0.0012041795502735681
MATN2,0.0,-0.00010342530684840769
MATN3,-0.0,-0.0
MAVS,-0.0,0.0
MAX,-0.0,-0.0
MB,-0.0014385969935799738,-0.0005703079820338234
MCAM,0.0003943520915737364,-0.0
MCFD2,0.0,0.0006611484587562594
MDGA1,0.00028286973151414114,0.0
MDK,-0.0006778993555499657,-0.0
MED18,-0.0030559833518058704,-0.0
MEGF10,9.315872528707182e-05,-0.0
MEGF9,0.0,0.0009197684765856006
MEP1B,-0.0,0.0001695595590185661
MEPE,-0.0009576024262408278,-0.0011085484642989795
MERTK,-0.0,0.0007552874045615517
MESD,-0.0,-0.0
MET,-0.0010024269388208204,-0.0015324817142615829
METAP1,-0.0,0.000269628548706509
METAP1D,0.0,-0.000228056832007841
METAP2,-0.0,-0.0005759194687278838
MFAP3,0.0004048118994948406,-0.00011746298894206983
MFAP5,-0.00015580590224686312,-0.0007697750057780599
MFGE8,-0.0002639385284681351,4.353349478407261e-05
MGLL,-0.0,-0.001193278846480537
MGMT,-0.0013022401323164402,-0.0
MIA,-2.628568230269488e-05,-0.0
MICB_MICA,-0.00012084787638436923,-0.0004007860424546617
MIF,0.0,0.0010577253011456256
MILR1,0.0006201149827698699,0.0004138329579789265
MITD1,-0.0,-0.0
MLN,-0.001739182973378838,-0.0013295714565531459
MME,-4.0378434687215326e-05,0.0
MMP10,0.0009232306598726168,0.0012479248112930784
MMP12,-0.0009344978126407449,-0.0007017475001745246
MMP13,0.00021812193798523535,0.0006374344269150478
MMP3,0.0,0.0
MMP7,0.0,0.0
MMP8,0.001357424465932568,0.0
MMP9,0.00013374509166907275,0.0006605855310297534
MNDA,-0.0,-0.0
MOG,0.0026279543025866077,0.0006170812801179338
MPHOSPH8,-0.0,0.0
MPI,0.0,0.0
MPIG6B,0.0019467141555932067,0.0
MPO,0.00042771261468461073,0.0
MRPL46,0.0,0.0
MSLN,0.00023275866762184521,0.0
MSMB,-0.0005287611657818379,-0.00018920714939821135
MSR1,-0.0003289706931995848,-0.0
MSRA,-0.0,-0.0
MSTN,0.0,-0.0
MTPN,0.0005004042431339887,0.0008217120543267011
MUC13,0.0012198162983679444,0.0005439784097202562
MUC16,0.0003296343300992139,0.00030389226275987744
MVK,0.001104954098534411,0.0007779771977251963
MYO9B,2.3201087570436065e-05,0.00011051306100934889
MYOC,0.0009386956325535286,0.0009276467252473412
MZB1,0.0,0.0
MZT1,0.00017175105150991291,0.0014171069153241192
NAAA,-0.0009932126431298025,-0.00019713512107384553
NADK,-0.0017507553666382945,-0.0020777586513332945
NAMPT,0.0,-0.0
NBL1,0.0,0.00017416278986176346
NBN,-0.0,-0.00029750161018016907
NCAM1,0.0,0.00040541044494366344
NCAM2,0.0,0.00035759352007368585
NCAN,0.0010878097110204646,0.0
NCF2,0.001684564398164737,0.002309802845471836
NCK2,0.0,0.0
NCLN,0.0007549911529469183,0.0
NCR1,-0.0004546019972318207,-0.0005418205337520476
NCS1,0.002212547273987456,0.0016682823162160324
NDRG1,0.00019689109735423403,0.0
NDUFS6,-2.0967646292044995e-05,-0.00013735392970582762
NECTIN2,-0.001365755994976013,-3.5126117390306645e-05
NECTIN4,-0.00132729673418165,-0.0022480428584355956
NEFL,0.0,0.001338592553063804
NELL1,-0.0013413068016630426,-0.0011816343830382257
NELL2,-0.0022781474064506968,-0.0011481383079634377
NFASC,-0.0,-0.0005372339458846291
NFATC1,0.0,-0.0
NFATC3,-0.0012534139048979713,-0.001166402441089048
NFKBIE,-0.0014203015018037606,-0.0
NGF,0.00024336676806127077,1.4373788554747371e-05
NID1,-0.0,-0.0
NID2,0.0,0.000848167884714792
NINJ1,-0.0002924080898208195,-0.0
NME3,-0.0006500374579216151,-0.0
NMNAT1,-0.0,0.001035141923829369
NOMO1,-0.0011612140815827853,-0.0014251449229435416
NOS1,0.0008977399442556376,0.0006762472995291318
NOS3,0.0,-0.0
NOTCH1,0.0012927705385536224,0.0014006536965314432
NOTCH3,0.0,0.0004704811607385821
NPDC1,-0.0005190983428555642,-0.0
NPPB,0.00048462056325252107,0.0011285637228211818
NPPC,-0.00016228201014655984,-0.00037265096072091654
NPTN,0.0,-0.0
NPTX1,0.0010777922160889986,2.880043151511464e-05
NPTXR,0.0,-0.0
NPY,0.0,0.0007939003498943119
NRCAM,0.0002249670286030029,0.0001970998180501101
NRP1,0.0010705607278807348,0.0006592832639221136
NRP2,-0.00028649272955302076,-0.000655021835555343
NRTN,-0.0,-0.00011047395052977393
NSFL1C,5.961535114900588e-06,-0.0
NT5C3A,-0.002269398221347139,-0.0017559859959861367
NT5E,-0.0017059725493168392,-0.001822811200755496
NTF3,-0.0009640262204715888,-0.00040004894328949715
NTF4,-0.0007603119961828949,-0.0009704000074371901
NTPROBNP,0.0010299280190615798,0.0007588061333868
NTRK2,-0.001220379689506513,-0.0022029404851024595
NTRK3,0.0,0.0
NUB1,-0.0,0.0
NUCB2,0.0006351310988804801,-0.0
NUDC,0.0,-0.0
NUDT2,-0.0007440469921371716,-0.0009601458922025429
NUDT5,-0.0,-0.0
NXPH1,-0.00040346612859213537,-6.067729978741791e-05
OBP2B,-0.0016878008463469961,-0.0007012614793159952
ODAM,-0.003068251714050932,-0.0030765386450742854
OGFR,-0.00044152481509163855,-4.7525226738773464e-05
OGN,0.0011492234349539808,0.00010078561550066169
OLR1,0.000219821313142198,0.0011167252717347812
OMD,-0.0013748738505790254,-0.0030059919723792973
OMG,0.0,0.0
OPTC,-0.000678552915713731,0.0
OSCAR,-0.0004796008123361176,-0.0
OSM,-0.0011487956765527428,-0.002132905789723081
OSMR,0.00035647508700583253,0.00044651547414590974
OXT,-3.337064979003559e-05,-0.0003198042360860708
P4HB,-0.0005431330912911073,-7.268980818279271e-05
PADI2,0.0003527804479411185,2.8065014017956866e-05
PADI4,-0.0,-0.00030271896001103827
PAEP,-0.0,-0.0009282363979582149
PAG1,0.000106006177376957,0.0
PAK4,-0.0,-0.00021428759581392136
PAM,-0.00015445934989689408,5.72307698076832e-06
PAMR1,0.0,0.000815539446846959
PAPPA,0.0003268934198471272,0.0006195244470382785
PARK7,-0.0,0.0
PARP1,-0.0015582920128001888,-0.0013663817304828308
PBLD,0.0002541114742209057,0.00036727428709544145
PCDH1,-0.00037985645955487417,-0.0003875584479197423
PCDH17,0.0010007313921605366,0.0015555483108722827
PCSK9,0.0020135327798275473,0.002170010752613514
PDCD1,0.001969373860579859,0.001266102224621797
PDCD1LG2,-8.19400087543363e-05,0.0
PDCD5,0.0,-0.0
PDCD6,0.0005917964559265271,0.0006254970525569024
PDGFA,-0.0,-0.0
PDGFB,-0.0002895726696748668,-0.0
PDGFC,0.0010298608989810197,0.0008368887984863891
PDGFRA,-0.0004151434741484463,-0.000878543439727055
PDGFRB,0.0,0.0
PDLIM7,-0.0,-0.0
PDP1,-0.0,-0.0
PEAR1,0.002200681501991371,0.0006563502173705077
PEBP1,0.0,-0.0
PECAM1,-0.005723837906514038,-0.005364833716572471
PFDN2,0.0002371545277155725,-0.0
PFKFB2,-0.0001396438598546428,0.0007531872834762901
PGF,-0.0005094183018389972,-0.0002543987510068858
PGLYRP1,-0.0012788577683471897,-0.0002817793152609422
PHOSPHO1,0.0005358938101703729,0.0004999405201019445
PIGR,-2.6378110252924145e-05,0.00020850661316045574
PIK3AP1,-0.0017870541630127467,-0.0014336366195377957
PIK3IP1,-0.001192032551716095,-0.0
PILRA,0.0,-0.0
PILRB,0.00047543435859515894,0.0009082670826161503
PKLR,-0.0,-0.0
PLA2G10,0.0,-0.0
PLA2G15,0.0,0.0006918383547943369
PLA2G1B,-0.00038691606232451665,0.0009141909211335846
PLA2G2A,-0.0,-0.0006515898508571098
PLA2G4A,-0.0,-0.0
PLA2G7,-0.001343539217917056,-0.002092191466572649
PLAT,0.002276292922412124,0.0004465762447589425
PLAU,0.0,0.0
PLAUR,0.001104857586744749,0.0004763480438712636
PLIN1,0.0009112937452651801,0.0
PLIN3,0.0013990202829606848,0.0012471670460685606
PLPBP,1.6839520804679147e-06,-0.0
PLTP,-0.002308266487315133,-0.0019626860568047783
PLXDC1,-0.0,-0.00019954669520420114
PLXNA4,-0.000422227343793061,-0.0
PLXNB2,0.000417840121888605,0.00018232400336252983
PLXNB3,-0.00015871440539247424,0.0008035445492019064
PM20D1,0.00032256686697372094,-5.591156720724508e-05
PMVK,0.0009899886228811193,0.0
PNLIPRP2,0.00026948256603713397,0.0004865813603152394
PNPT1,-0.000768720749276339,-0.0
PODXL,-0.0012289742578186899,-0.0003534282964046626
PODXL2,-0.0006688730930479495,-0.00011936959444748272
POLR2F,4.2473769999408064e-05,0.0005485841566798376
PON2,-0.0,-0.0
PON3,-0.0,-0.0
PPCDC,-0.0012736519760211179,-0.0
PPIB,-0.0,-0.0006636281639319857
PPM1A,0.0,-5.689439804756087e-05
PPME1,0.0,0.0
PPP1R12A,0.0,0.0005749397403598265
PPP1R2,-0.0,-0.0
PPP1R9B,-3.985142761200841e-05,-0.0
PPP3R1,0.0009201139565266666,0.00042783822512644976
PPY,-0.0011776123474223868,-0.0011521311514102474
PQBP1,0.0014660730695018733,-0.0
PRCP,-0.00010101965707552819,0.0
PRDX1,0.0,-0.0
PRDX3,0.0,0.0010117784508931053
PRDX5,0.0011557666041182976,-0.0
PRDX6,-0.0002996718287688054,-0.0007676422486553554
PREB,-0.0,-0.000150455892234069
PRELP,0.00045564154315502954,-0.0
PRKAB1,-0.0015286580777301767,-0.00014544806407911453
PRKAR1A,-0.000685035264554426,-0.0
PRKCQ,-0.0004585966697538719,-6.677427441575736e-05
PRKRA,3.4634095731832683e-07,0.0
PRL,0.0006620750817348319,0.0
PROC,0.0023659766545370627,0.0024259859484593027
PROK1,-0.00016507718143238313,-0.00047082984258308883
PRSS2,0.0012207123036746988,-8.417079852507332e-05
PRSS27,-0.001194084794114829,-0.001321259810483983
PRSS8,-0.0,-0.0008710695692512765
PRTFDC1,-0.0,0.0
PRTG,0.00011596827478907486,0.0004048874178757696
PSG1,0.00013148392254945222,0.0003939862018318825
PSIP1,0.0025301919406808533,0.0030622249414857384
PSMA1,-0.00033008904093668724,-0.00023318168120452218
PSMD9,0.0,0.0
PSME1,-0.0,-0.0
PSME2,-0.0,-0.0005629824182910606
PSMG3,-0.0,0.0
PSPN,-0.0,0.00047684620747434365
PSRC1,6.154316804055944e-05,0.0
PTEN,0.0002936335115341746,0.00039925873672851613
PTGDS,0.00021337182159012096,0.0007832352092465972
PTH1R,5.72566857438933e-05,0.0003103708607922282
PTK7,0.0,-0.0004270864543978629
PTN,0.0011083103392956505,0.0
PTPN1,-0.001808705008486524,-0.0005638480771414141
PTPN6,-0.002583528202667787,-0.002413945578848277
PTPRF,-0.0020388254893586558,-0.001605056202508711
PTPRM,0.0,-6.904259972279258e-05
PTPRN2,0.0007273091067694382,0.0016347985483775153
PTPRS,0.0011661250556961645,0.0007700529401450805
PTS,-0.00030546816389764235,-0.0
PTX3,0.0,-0.0
PVALB,-0.0,-0.0004296062458369335
PVR,-0.000982540540536271,-0.0006422025326887502
PXN,0.000241793000329746,-0.0
QDPR,0.0,0.0
QPCT,-0.0,-0.0012735348657313397
RAB37,0.0,-0.0
RAB6A,-1.785986250018387e-05,-0.0
RAB6B,0.00012748490538225027,0.0013111866739628063
RABEPK,-0.00034110486439937375,-5.1277467077508605e-05
RABGAP1L,-0.0,-0.00020310899651271303
RAD23B,0.0010553343030752576,0.0014418521702224824
RANGAP1,-0.0006092692168606301,-0.0
RARRES1,-8.652363264960933e-05,-0.00032969257930732875
RARRES2,0.0006267285533183051,-0.0
RASA1,0.0,-0.000331289356924446
RASSF2,-0.0,0.0
RBKS,-0.0009893946682435941,-3.686835561722044e-05
RBP2,0.0,-0.0
RBP5,0.00155071774274094,0.001621875648348552
RCOR1,0.0,0.0
REG1A,0.0006796849751024973,0.0
REG1B,0.0,0.00023857367100373284
REG3A,-0.0,-0.0011218691504298803
REG4,0.0,0.00010729932736583913
RELT,-0.002142061660414525,-0.0018608153060625415
REN,0.004113883814470663,0.003808262580967321
RET,0.0014810472528607804,0.0004222244856699997
RETN,-0.0006146923923382001,-0.0008507139908566727
RGMA,-0.0004668013399155731,-0.0014102003550943236
RGMB,-0.0008945375192878738,-0.00014196863987329342
RGS8,-5.064869584597883e-05,-0.000383903976928547
RHOC,-0.002107405535093983,-0.0
RILP,-0.0,0.00026958716816963615
RNASE3,0.0006572031455259192,2.1104588269424313e-05
RNASET2,0.001011499110701228,0.00178580668090591
RNF41,-0.0,0.00023519782847455722
ROBO1,0.0011246003947135345,0.0011323690988432691
ROBO2,0.0009253009208212808,8.234288684896914e-05
ROR1,0.0,-0.0
RP2,0.0013448014876356533,0.0009730145751513361
RRM2,0.000989956844414285,0.0011160221406205627
RRM2B,-0.004941518532800082,-0.004379654954192011
RSPO1,-0.002054596471610103,-0.0024414809802108324
RSPO3,-0.001125299807188972,-0.001480985561157881
RTBDN,0.0,0.0
RTN4R,0.0,0.0006399573245534164
RUVBL1,-0.00046382429099568143,-0.00034114962531701915
RWDD1,-0.0,-0.0
S100A11,-0.002069854598497741,-0.0021236439086452625
S100A12,-0.0007278789457646706,-0.001031418916621211
S100A16,0.0005815346087095777,0.0009340552059934853
S100A4,-0.001538549926414227,-0.002485182618461222
S100P,-0.0,0.0010608580344516109
SAMD9L,-0.0,-0.0
SCAMP3,-0.0,0.0
SCARA5,-0.00047503153407245374,0.0003830276933863712
SCARB1,-0.0,-2.0041011197121775e-05
SCARB2,-0.0,-0.0019083189532945132
SCARF1,0.0,-0.00017165123538157994
SCARF2,9.5927479787888e-05,0.0
SCG2,-0.0,-0.0005241019056746447
SCG3,0.0018197129378217892,0.000893368372372643
SCGB1A1,-0.0017786559820400125,-0.002138223750054767
SCGB3A2,-0.0,0.00035588491599654033
SCGN,0.0007344389299268504,0.0
SCLY,-0.0,-0.0001599974647039796
SCP2,0.00041481727960660094,-0.0007574107952752649
SCRN1,0.0004548100693021394,0.0005579732632056909
SDC1,9.556745381108612e-05,-0.0004209609658960306
SDC4,-0.0011924026726846779,-0.0013281743750031764
SELE,-0.0003719386825131694,-0.0
SELP,0.0,0.0002984623677974522
SELPLG,-0.0,-0.0
SEMA3F,-0.0009783944527746603,-0.002804678309993348
SEMA4C,0.0002637307211731293,5.6879057439110904e-05
SEMA4D,-0.00011537624570861363,-0.00043355770240889504
SEMA7A,-0.00033505556828628105,-0.0006991380256332068
SEPTIN9,0.0,-0.0002901554939808163
SERPINA11,-0.0016625059169893916,-0.0011339418702882495
SERPINA9,-0.0003476928411320986,-0.0008843295676749988
SERPINB1,-0.0021918833705769827,-0.0
SERPINB5,0.0003129482932866697,0.0
SERPINB6,0.0,-0.0
SERPINB8,0.0,-0.0005860214892026375
SERPINB9,4.432085689688192e-05,-1.3231195980841126e-05
SERPINE1,-0.0,-0.0
SESTD1,0.0,-0.0009498531766860736
SETMAR,0.00024938398197507276,0.0007828929100880122
SEZ6L,0.00018505802456648092,0.0005457880315514978
SEZ6L2,0.0,3.0687699090523155e-05
SF3B4,0.0,0.0
SFRP1,0.0018775128918876401,0.002640452516618134
SFTPA1,-0.000530606685669585,-0.000593390824081675
SFTPA2,-0.0006199259967477124,0.0
SFTPD,-0.0,0.00011249170734500325
SH2B3,-0.0,0.0
SH2D1A,-0.0009207484017404712,0.0
SHMT1,0.0,0.0
SIAE,-0.002389321969701665,-0.0005519762030311004
SIGLEC1,0.0007985438838506663,0.0
SIGLEC10,-0.0005808037803965385,-0.0
SIGLEC15,-0.000425352782913304,-4.37823021322946e-05
SIGLEC5,-0.000944148002164186,-0.0002365130566462888
SIGLEC6,-0.00014635328890176427,-0.0005900823858021629
SIGLEC7,-0.0,0.0006175628010509051
SIGLEC9,0.0002679004785573589,0.000297675765854279
SIRPA,4.511669212590674e-05,0.0
SIRPB1,-0.0,-0.0
SIRT2,-2.5328257864833363e-06,0.0
SIRT5,0.0001376868524103815,-0.00020987954801040575
SIT1,0.0010182098007046176,0.0016298096115124313
SKAP1,-0.0,-0.001000029346310137
SKAP2,0.0,0.00011236230089252057
SLAMF1,-0.00014432038285769683,0.0012474390970026645
SLAMF6,0.00023531020771918373,-0.00012371442823435176
SLAMF7,0.00033384851633185984,0.0
SLAMF8,-0.0,4.367661712689311e-05
SLC16A1,0.0013808012100102313,0.0009229146608807051
SLC27A4,0.0003296947302686971,-7.467964043668085e-05
SLC39A14,-0.0013014299730976428,-0.001323288051970615
SLC39A5,-0.0,-0.0007665210684922679
SLIT2,0.0,0.0007594388858386771
SLITRK2,0.0,0.0
SLITRK6,-0.001257161892485672,-0.0006854980326313376
SMAD1,0.0006085778910128953,0.0
SMAD5,-4.935104359900355e-05,-0.0
SMARCA2,-7.680837831933574e-05,-0.0
SMOC1,0.0010110683652447927,0.0011256674468247082
SMOC2,-0.0004012672588622195,-0.0002618923781637447
SMPD1,0.0005306160843867334,0.000797446961320113
SMPDL3A,-0.0,0.0006378877410086288
SNAP23,-0.0,-0.0
SNAP29,-0.0,-0.0
SNCG,-0.0004078939862907169,-6.304022011207504e-05
SNX9,-0.0,-1.8794433800320433e-05
SOD2,0.004774149490871775,0.004290647162415589
SORCS2,-0.0,-0.0003345337482864811
SORD,-0.0,-0.0
SORT1,-0.0008226696093454329,-0.0018521110603797507
SOST,-0.001392805218233034,-0.001218982565682282
SPARC,-0.0,-0.0007864982376993759
SPARCL1,-0.001335246093070693,-0.0007742009916769041
SPINK1,0.0007383622188966712,0.00022463162125755564
SPINK4,-0.0,-0.0001671694620981652
SPINK5,-0.0007582778379183953,-0.001285487913543933
SPINK6,0.0008196747959788157,0.00013414166687543048
SPINT1,-0.0,-0.0
