mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_coxnetsurvivalanalysis__alphas,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
28.842464780807497,4.534466049229954,0.10059456825256348,0.0016648421453931887,[0.0001425325832875036],{'coxnetsurvivalanalysis__alphas': [0.0001425325832875036]},0.4979545125448857,0.5133038527874677,0.4996739592873227,0.5084121521347733,0.5049299528754505,0.5048548859259799,0.005630310339356193,32
30.584587192535402,5.43703942571448,0.10172133445739746,0.0027163571170917412,[0.00013605425740111088],{'coxnetsurvivalanalysis__alphas': [0.00013605425740111088]},0.49803238952116613,0.5133920350654235,0.4995440731497521,0.5083629631658467,0.5051148565701735,0.5048892634944725,0.005656896437757746,29
31.43479151725769,6.597580855813454,0.10347533226013184,0.007743340877832363,[0.0001298703814245023],{'coxnetsurvivalanalysis__alphas': [0.0001298703814245023]},0.4975347069696243,0.5129874340253913,0.49957985810602157,0.5083814090291943,0.5055882343981796,0.5048143285056822,0.005665954777460213,36
30.71874165534973,4.98611202905871,0.09991884231567383,0.0016912879618141592,[0.0001239675721548424],{'coxnetsurvivalanalysis__alphas': [0.0001239675721548424]},0.4977926744535531,0.512913257168052,0.49958582226539977,0.5082433445368663,0.5055084242367011,0.5048087045321145,0.005558296686776474,37
29.378657388687134,4.38921202261435,0.1000030517578125,0.0019462559911030007,[0.00011833305467651938],{'coxnetsurvivalanalysis__alphas': [0.00011833305467651938]},0.49787846081023696,0.5130159635859064,0.49937111252778305,0.5082310472946346,0.5053092034519417,0.5047611575341004,0.005601899884754513,42
27.909848642349242,5.317607121550439,0.09980788230895996,0.0026624476996828426,[0.000112954634713552],{'coxnetsurvivalanalysis__alphas': [0.000112954634713552]},0.4978322213555705,0.513047605462114,0.5000775340719171,0.508186889015712,0.5058879794321294,0.5050064458674886,0.005501204168304176,24
28.668829011917115,6.634100614140845,0.10012693405151367,0.002267830402926147,[0.00010782067223862229],{'coxnetsurvivalanalysis__alphas': [0.00010782067223862229]},0.49885557349700477,0.5129039202209744,0.49987011386242935,0.5082321652257467,0.5059476847437698,0.5051618915099849,0.005248916417885731,14
29.901786231994627,6.574243150219098,0.10009856224060058,0.0019942401807466893,[0.00010292005628161837],{'coxnetsurvivalanalysis__alphas': [0.00010292005628161837]},0.4976204933263082,0.5129863965868271,0.49953081946224487,0.508083480387855,0.505946466268022,0.5048335312062514,0.005628795170301265,33
31.52350482940674,6.67908948409085,0.1007467269897461,0.0017464864221934642,[9.824218088316793e-05],{'coxnetsurvivalanalysis__alphas': [9.824218088316793e-05]},0.4978030174894653,0.5130652419177052,0.49951160161535946,0.508283590056897,0.5064003484840639,0.5050127599126982,0.005651713487753761,23
28.097870445251466,6.5333742925320655,0.10015544891357422,0.0025946464077883052,[9.377692214112068e-05],{'coxnetsurvivalanalysis__alphas': [9.377692214112068e-05]},0.4975444415916594,0.5130377497957542,0.4995321448309956,0.5081706790145885,0.5055443692712601,0.5047658769008516,0.00565974713742236,41
29.113604927062987,5.804318169065973,0.10060014724731445,0.001806934201847256,[8.951461630030373e-05],{'coxnetsurvivalanalysis__alphas': [8.951461630030373e-05]},0.49807497849256943,0.5131186700037608,0.49960835353416205,0.5081729148768124,0.5055370584167735,0.5049023950648157,0.005536185763909779,28
